ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
530-33-6166|4557790827237|Angela|Schneider|F|22591 Robert Isle|Lebanon|PA|17042|40.3316|-76.3976|66923|Clothing/textile technologist|2004-08-25|740802473168|young_adults_female_urban.json
491-27-9680|4030299228092023|Deanna|White|F|904 Jay Rest Suite 723|Santa Ana|CA|92703|33.7489|-117.9072|348131|Paediatric nurse|1962-04-16|157199405309|adults_50up_female_urban.json
841-99-2980|3525799136621031|Kelly|Blankenship|F|91279 Natalie Place Apt. 172|Rancho Palos Verdes|CA|90275|33.7515|-118.367|41804|Toxicologist|1965-10-28|908554315130|adults_50up_female_urban.json
794-87-7070|180050863765993|Brent|Anderson|M|14986 Lopez Station Apt. 981|Temecula|CA|92592|33.4983|-117.0958|114424|Scientist, product/process development|2001-01-15|412347758641|young_adults_male_urban.json
211-89-5176|6512694486959461|Nicole|Gutierrez|F|58874 Lane Trail Suite 213|Louisville|KY|40214|38.1593|-85.778|736284|Product manager|1984-04-09|772162574642|adults_2550_female_urban.json
103-28-8329|6589026012796117|Dennis|Wood|M|669 Dawson Ranch|Fairbank|IA|50629|42.6162|-92.0326|2418|Barista|1973-07-03|854465343288|adults_50up_male_rural.json
656-64-7193|568430988390|Caroline|Johnson|F|021 Chan Knoll|Lovington|NM|88260|32.9512|-103.3488|14343|Nutritional therapist|1976-12-18|645986493050|adults_2550_female_urban.json
531-02-1125|2704895543937690|Abigail|Thompson|F|184 Arroyo Unions|North Kingstown|RI|02852|41.5894|-71.4625|22551|Scientific laboratory technician|1950-10-25|283281909609|adults_50up_female_urban.json
833-74-4099|3569735779071412|James|Kramer|M|356 Black Branch|Nashport|OH|43830|40.0386|-82.0998|6158|General practice doctor|1985-04-20|314598870934|adults_2550_male_urban.json
409-87-5604|2702755394237339|Nicolas|Salas|M|33952 David Common|North Palm Beach|FL|33408|26.8289|-80.0603|16921|Research officer, government|1946-03-01|6931334095|adults_50up_male_urban.json
044-62-6082|3579472846392088|Robert|Mendoza|M|562 Bray Square|Haines City|FL|33844|28.0758|-81.5929|33804|Scientist, marine|1989-06-04|345573371830|adults_2550_male_urban.json
009-02-3453|6011559428434798|Grace|White|F|65564 White Curve Apt. 143|Clarksville|AR|72830|35.4908|-93.4911|14896|Surveyor, building control|1978-06-14|942454203201|adults_2550_female_urban.json
201-19-2451|30026728857441|Justin|Bradley|M|20347 Shannon Isle Suite 558|West Covina|CA|91790|34.0673|-117.9366|108175|Surveyor, hydrographic|1972-12-16|893060472234|adults_50up_male_urban.json
353-03-6747|2289399824558773|Stacy|James|F|2256 Sweeney Cliffs Apt. 253|Hollister|CA|95023|36.8337|-121.3439|48841|Interior and spatial designer|1988-10-07|718620520120|adults_2550_female_urban.json
728-35-9919|4475987622023410|Daniel|Sanders|M|78006 Dalton River|Tooele|UT|84074|40.5454|-112.3002|44310|Designer, furniture|1971-11-29|717621652546|adults_50up_male_urban.json
317-30-4054|3572282005577842|Kimberly|Taylor|F|979 Mills Route|Lake Villa|IL|60046|42.3813|-87.9991|35111|Social research officer, government|1973-04-06|997762397943|adults_50up_female_urban.json
494-70-3722|2445642400825475|Joseph|Watts|M|4064 Laura Plaza Suite 368|Issaquah|WA|98029|47.5585|-122.0055|50489|Press sub|1988-10-24|272278386916|adults_2550_male_urban.json
733-95-6386|6011416389448467|Chelsea|Jones|F|1797 Graves Overpass|Falls Church|VA|22041|38.8502|-77.1448|116155|Emergency planning/management officer|1999-07-22|18557023491|adults_2550_female_urban.json
051-69-0363|4442703120735649|Rachel|Jimenez|F|0512 Joseph Lock Apt. 872|Los Osos|CA|93402|35.3172|-120.8333|14318|Engineer, agricultural|1976-03-05|927264966457|adults_2550_female_urban.json
837-49-0207|2246730371837644|Taylor|Moore|F|881 Olson Hills|Orange|CA|92868|33.7875|-117.8776|141692|Engineer, civil (contracting)|1961-07-04|976505596881|adults_50up_female_urban.json
885-86-3569|2246502491630096|Rachel|Alvarez|F|1327 Gina Junction|El Paso|TX|79925|31.7814|-106.3613|749635|Best boy|1965-10-09|391098756160|adults_50up_female_urban.json
158-90-8788|5573585730652407|John|Kim|M|739 Amy Islands Suite 498|Phoenix|AZ|85028|33.5851|-112.0087|1312922|Designer, multimedia|1997-12-06|580116407639|adults_2550_male_urban.json
461-38-4315|180070862095937|Erica|Brown|F|87829 Morris Row Suite 118|Grand Blanc|MI|48439|42.9282|-83.6264|49209|Broadcast engineer|1936-04-10|915016055940|adults_50up_female_urban.json
183-05-3311|2531096789940535|Lisa|Jones|F|717 Michael Summit|Matthews|NC|28105|35.1149|-80.705|67626|Pathologist|1980-05-31|407257502832|adults_2550_female_urban.json
060-79-4356|213114138113867|Chelsey|Fox|F|288 Reese Trafficway|Kaufman|TX|75142|32.546|-96.2852|18982|Technical author|1982-02-08|740271815861|adults_2550_female_urban.json
720-86-6998|2223868528975581|William|Nguyen|M|6593 Nicholas Plaza Suite 577|West Bloomfield|MI|48323|42.5683|-83.3805|66323|Occupational psychologist|2001-08-10|794569789978|young_adults_male_urban.json
292-77-0268|213140433504880|Kristie|Howe|F|07522 Richardson Prairie|Ranger|TX|76470|32.4681|-98.6747|3238|Fisheries officer|1986-03-06|280173576486|adults_2550_female_urban.json
095-74-6551|3515727919409615|Penny|Weeks|F|6613 Cynthia Roads Suite 048|Harwood Heights|IL|60706|41.9643|-87.8162|23134|Architectural technologist|1990-03-21|594076940942|adults_2550_female_urban.json
154-42-8232|3520679981364629|Carlos|Miller|M|641 Shaw Trail|Kokomo|IN|46902|40.4509|-86.1352|73330|Conservator, furniture|1981-03-22|149301794538|adults_2550_male_urban.json
573-26-7994|6011898331465915|Brian|Gutierrez|M|3559 Kayla Extension Suite 979|Miami|FL|33162|25.9286|-80.183|1737737|Dancer|1978-05-12|49136416256|adults_2550_male_urban.json
205-88-6125|4103924051477056|Daniel|Medina|M|848 Dean Divide|Cambridge|MD|21613|38.5643|-76.0874|17330|Adult nurse|1930-12-11|641567640429|adults_50up_male_urban.json
540-06-4186|4439407016451049|Sean|Banks|M|8157 Jacob Parkway|Phoenix|AZ|85023|33.6324|-112.1118|1312922|Programmer, systems|1970-07-30|24534868377|adults_50up_male_urban.json
254-68-4996|376205554384041|Shawn|Zamora|M|432 Prince Shoals|Vancouver|WA|98662|45.6914|-122.5805|299480|Copywriter, advertising|1977-05-09|799240993760|adults_2550_male_urban.json
534-87-3727|6011926495782328|Kevin|Sutton|M|48262 Lonnie Point|Vero Beach|FL|32963|27.6898|-80.3757|105638|Site engineer|1955-01-01|794348195155|adults_50up_male_urban.json
189-41-2385|3556647423122092|Lisa|Obrien|F|330 Miller Tunnel|Hephzibah|GA|30815|33.3433|-82.0887|39640|Publishing rights manager|1993-01-11|550331711552|adults_2550_female_urban.json
481-92-6127|4772233060463333|Andrea|Ho|F|757 Ronald Trail Apt. 965|Ashland|KY|41101|38.4722|-82.6461|40470|Nurse, mental health|1942-07-29|630254100367|adults_50up_female_urban.json
550-68-0631|213177038860861|Kelli|Mccoy|F|47644 Jackson Hill|Westminster|MD|21157|39.5642|-76.9807|57154|Video editor|1971-03-15|59781790776|adults_50up_female_urban.json
530-19-7596|4181298266570277|Kevin|Marquez|M|1452 Christopher Squares|Warrenville|SC|29851|33.526|-81.7956|7524|Production assistant, television|1930-06-23|397860311539|adults_50up_male_urban.json
537-91-6293|3568602592222062|Eric|Cross|M|2123 Cindy Glen Apt. 777|Schaumburg|IL|60173|42.0581|-88.0482|92294|Speech and language therapist|1980-11-26|7762958252|adults_2550_male_urban.json
506-31-3554|3576719903849837|Anthony|Hernandez|M|20994 Knapp Causeway Apt. 622|Richmond|TX|77469|29.5511|-95.7329|97598|Higher education careers adviser|1960-09-07|728474083546|adults_50up_male_urban.json
717-77-9377|213179501455617|Olivia|Bridges|F|7214 Rose Pine|Presque Isle|MI|49777|45.2969|-83.5023|1640|Engineer, manufacturing systems|1968-07-12|230621831621|adults_50up_female_rural.json
060-14-9362|3579469548995291|Justin|Stone|M|2934 Aaron Burg Suite 139|Lakeland|FL|33809|28.1762|-81.9591|237282|Patent examiner|1941-10-28|49022933417|adults_50up_male_urban.json
359-72-3479|676334414486|Joshua|Wang|M|556 Marilyn Fields|Sioux Falls|SD|57110|43.5486|-96.6332|161141|Lawyer|1978-05-11|372948439863|adults_2550_male_urban.json
491-61-0583|4727857608495880|Albert|Ray|M|1240 Terrell Road Apt. 996|South Bend|IN|46614|41.6255|-86.2433|145459|Embryologist, clinical|1974-11-18|127110381193|adults_2550_male_urban.json
723-41-0519|4173574384215031787|Alexander|Webb|M|57845 Kayla Courts|Salt Lake City|UT|84115|40.7145|-111.8931|594043|Scientist, clinical (histocompatibility and immunogenetics)|1962-06-28|223908315250|adults_50up_male_urban.json
471-50-8559|5140915701840943|Margaret|Clark|F|44857 Joseph Estate|Sacramento|CA|95841|38.6627|-121.3406|757530|Graphic designer|1984-03-30|13376505558|adults_2550_female_urban.json
574-66-1678|4854249321494|Stephanie|Fernandez|F|07016 Christopher Lock|Valley Center|KS|67147|37.8616|-97.2621|9908|Editorial assistant|1995-03-12|655861596199|adults_2550_female_urban.json
645-89-7305|3545381792171746|Michael|Mckinney|M|3329 Durham Lock Apt. 557|Rancho Cucamonga|CA|91739|34.1705|-117.5182|101719|Ranger/warden|2005-03-02|68849460206|young_adults_male_urban.json
116-45-7843|30245992816152|Justin|Jones|M|769 Allen Gardens Apt. 761|Lake Worth|FL|33463|26.5955|-80.1291|215808|Librarian, public|2003-03-04|894247573582|young_adults_male_urban.json
606-56-7133|3583219719975810|Rodney|Thompson|M|91965 Newman Circle Apt. 329|Marshall|IL|62441|39.422|-87.6923|7395|Academic librarian|1967-08-13|162165414008|adults_50up_male_urban.json
153-58-8705|4997335494651909867|Ryan|Phelps|M|8008 Rodriguez Haven|Gulf Shores|AL|36542|30.2717|-87.7589|12705|Airline pilot|1967-06-27|473456755696|adults_50up_male_urban.json
605-51-5213|3566683272386569|Brittany|Bright|F|01027 Proctor Dale|Napa|CA|94558|38.4549|-122.2564|94014|Chartered accountant|1960-11-22|704963993110|adults_50up_female_urban.json
881-59-9903|6011786876532696|Adam|Jimenez|M|846 Johnson Camp|Salisbury|MD|21801|38.3824|-75.6336|68541|Tax inspector|1948-02-24|775169734100|adults_50up_male_urban.json
116-75-7890|3528478189137180|Rebecca|Edwards|F|8077 Berry Isle|Alta Loma|CA|91737|34.1449|-117.5793|63716|Pharmacist, community|1983-07-16|880372777813|adults_2550_female_urban.json
297-22-0579|3594079290490473|Angela|Wagner|F|2944 Smith Creek Apt. 927|Sandusky|OH|44870|41.4349|-82.7063|41030|Merchant navy officer|1935-01-09|192448210387|adults_50up_female_urban.json
802-90-3870|30280512927668|David|Alexander|M|95041 Gary Locks|Bellevue|NE|68005|41.1497|-95.9099|60409|Publishing copy|1964-11-20|520985404788|adults_50up_male_urban.json
240-49-6391|30428604765807|Anne|Schmidt|F|9454 Lang Glens Suite 739|De Pere|WI|54115|44.4388|-88.0806|41178|Engineer, broadcasting (operations)|1997-02-12|371600365664|adults_2550_female_urban.json
707-24-5133|213101061817531|Nicholas|King|M|91093 Jean Crest|Mingo Junction|OH|43938|40.3203|-80.625|5794|Chartered legal executive (England and Wales)|1990-01-22|665103348898|adults_2550_male_urban.json
385-85-9275|4244717465421409|Janet|Cook|F|4271 Krause Flats|Florien|LA|71429|31.4275|-93.5179|3179|Travel agency manager|1929-06-02|194959880423|adults_50up_female_urban.json
504-14-2358|180039174101196|Nicholas|Waters|M|2006 Hernandez Isle|Lamar|CO|81052|38.0841|-102.6192|9534|Nurse, adult|1958-12-17|2468061102|adults_50up_male_urban.json
725-99-8040|36618306719854|Gavin|Turner|M|158 Miller Mount|Attica|NY|14011|42.8499|-78.2798|9822|Horticultural consultant|1945-07-14|221825580025|adults_50up_male_urban.json
568-06-6295|4461571732030931|Katherine|Brown|F|8700 Brown Turnpike Apt. 613|Stuart|FL|34997|27.1398|-80.2129|67021|Scientist, research (medical)|1957-01-03|956395061779|adults_50up_female_urban.json
153-95-9493|4027079032024|Mark|Conway|M|9291 Danny Ranch|Richmond Hill|GA|31324|31.8962|-81.294|20495|Warden/ranger|1944-04-04|69666828528|adults_50up_male_urban.json
437-44-6587|349825309251148|Brenda|Perry|F|273 Dennis Turnpike Suite 207|New Castle|DE|19720|39.5929|-75.6515|59250|Catering manager|1986-11-23|4322238535|adults_2550_female_urban.json
092-91-9728|4723248763290927910|Lori|Patton|F|0833 Valerie Court Suite 883|Miami Beach|FL|33141|25.8486|-80.1446|95666|Psychologist, forensic|1975-02-07|690503315009|adults_2550_female_urban.json
214-36-0870|4277220054365|Danielle|Jensen|F|10822 Todd Crescent Apt. 379|Cleveland|OH|44111|41.4571|-81.7844|769341|TEFL teacher|2000-06-07|460961541101|young_adults_female_urban.json
766-87-5337|4531363631797|John|Zamora|M|97265 Stephen Fields|Manhattan|KS|66502|39.1938|-96.5858|60892|Mechanical engineer|1963-10-05|300542724083|adults_50up_male_urban.json
344-17-0526|3542177625349290|Susan|Lane|F|68739 Hood Harbors|Palm Bay|FL|32909|27.9694|-80.6473|104966|Administrator, education|1981-11-17|471286837656|adults_2550_female_urban.json
254-42-7115|3592906007806868|Karen|Yates|F|7318 Heather Lodge|Seattle|WA|98118|47.5412|-122.275|837792|Engineering geologist|1933-05-23|391412017641|adults_50up_female_urban.json
245-83-1487|675942799072|John|Taylor|M|57016 Schmidt Hill Suite 498|Naperville|IL|60563|41.7896|-88.169|160668|Teaching laboratory technician|1995-01-23|231045526966|adults_2550_male_urban.json
083-80-5501|3585016579055289|Michael|Castro|M|53817 Karen Trace|Redwood Falls|MN|56283|44.5218|-95.2003|6636|Equality and diversity officer|1972-04-18|387923438251|adults_50up_male_urban.json
516-88-6930|4155778817884795134|Stephanie|Ellis|F|2411 Joshua Square|Minneapolis|MN|55439|44.8744|-93.3753|1022298|Data scientist|2009-02-04|165340472930|young_adults_female_urban.json
534-81-0372|4827567043103856958|Matthew|Buchanan|M|887 Torres Curve Suite 243|Spring Valley|NY|10977|41.1158|-74.0474|59048|Radio broadcast assistant|1955-12-13|847346136203|adults_50up_male_urban.json
152-46-4660|30292842222314|Andrew|Stewart|M|4523 Elizabeth Key|Rock City|IL|61070|42.4103|-89.4759|1130|Data scientist|1967-08-11|491227929210|adults_50up_male_rural.json
167-69-4941|5167275208854741|Wayne|Webster|M|751 Mccullough Dam|Los Angeles|CA|90019|34.0482|-118.3343|2383912|Structural engineer|1969-05-15|335509428125|adults_50up_male_urban.json
412-80-3611|30515093983436|Alexander|Ryan|M|186 Tracy Rapids Apt. 562|Newport|NC|28570|34.7551|-76.9069|21432|Physiotherapist|1990-11-04|422494343629|adults_2550_male_urban.json
013-37-5652|377813767426621|Russell|Harper|M|47851 Davis Lodge|La Puente|CA|91744|34.0289|-117.9373|115525|Government social research officer|1967-09-07|190758885169|adults_50up_male_urban.json
474-91-9305|4264870494787301|Rick|Moore|M|714 White Spurs Apt. 014|Marietta|GA|30067|33.9282|-84.4733|302309|Research officer, government|1962-11-29|657416577242|adults_50up_male_urban.json
596-62-9267|6571589042902575|Shawn|Taylor|M|45650 Carter Route|Bristol|PA|19007|40.1159|-74.8536|21125|Camera operator|1993-04-22|212660437303|adults_2550_male_urban.json
188-98-1549|3585544518952027|Kelly|Watson|F|5213 Wesley Village Apt. 898|Lancaster|TX|75146|32.5914|-96.7728|38269|Ship broker|1941-05-14|608650755338|adults_50up_female_urban.json
775-15-6838|30112075452794|Kelly|Cordova|F|401 David Square|New York City|NY|10032|40.8382|-73.942|1577385|Curator|1972-11-23|252063243203|adults_50up_female_urban.json
129-27-2134|2311076031089071|Bryan|King|M|0119 Briana Flats|Avon Lake|OH|44012|41.5019|-82.0111|22581|Electrical engineer|2000-06-17|385132297208|young_adults_male_urban.json
093-19-4545|3552893891190831|Mike|Brandt|M|013 Richardson Radial|Philadelphia|PA|19104|39.9597|-75.2024|1526206|Electrical engineer|2000-12-29|740622725268|young_adults_male_urban.json
186-46-6220|6011836151718278|Pamela|Bush|F|57164 Burke Inlet|Swansea|SC|29160|33.7339|-81.0933|8255|Producer, radio|1951-08-26|606560507722|adults_50up_female_urban.json
298-55-3094|2552071678112664|Melissa|Madden|F|53539 Martinez Villages|Chicago|IL|60630|41.9699|-87.7603|2680484|Photographer|1972-11-09|548575559029|adults_50up_female_urban.json
784-92-9535|3565796784271144|Katherine|Hall|F|10170 Patrick Springs|North Bend|OR|97459|43.4327|-124.2131|14096|Journalist, newspaper|1933-06-23|331368480731|adults_50up_female_urban.json
639-13-1254|4734778485880062|Spencer|Wilson|M|6770 Gregory Shoals Suite 276|Nashville|TN|37221|36.0662|-86.9639|431336|Contractor|1995-02-28|787321019258|adults_2550_male_urban.json
500-98-1793|3588977828064793|Wesley|Jensen|M|5009 David Lakes Suite 905|Vidalia|GA|30474|32.1934|-82.4067|16646|Museum/gallery conservator|1950-03-28|468569550551|adults_50up_male_urban.json
366-53-5756|676333349113|Sheila|Wilson|F|85076 Adams Square|Minneapolis|MN|55408|44.9466|-93.2862|1022298|Psychotherapist, child|1971-09-29|24000231030|adults_50up_female_urban.json
387-74-6395|347135785294568|Dakota|Reid|M|344 Kenneth Ports|Nevada|IA|50201|42.019|-93.4462|8199|Operational investment banker|1977-10-08|248268879535|adults_2550_male_urban.json
761-12-9474|2715419876351481|Robert|Reynolds|M|66498 Powers Plaza Apt. 082|Midlothian|TX|76065|32.4757|-96.9936|28986|Technical author|1957-04-01|234072297265|adults_50up_male_urban.json
844-96-7657|4908357232466513643|Samantha|Lucas|F|936 Daniel Fields Apt. 347|Lumberton|TX|77657|30.2818|-94.2191|20003|Radiographer, diagnostic|1971-06-26|465729644572|adults_50up_female_urban.json
038-26-2611|4044820700159416517|Jennifer|Larsen|F|19818 Crawford Course|Zephyrhills|FL|33541|28.2311|-82.2057|94033|Field seismologist|1994-01-04|135720199128|adults_2550_female_urban.json
338-75-6389|3563212347649075|Kim|Lyons|F|8673 Suarez Drive|New Albany|OH|43054|40.0847|-82.7988|20566|Medical laboratory scientific officer|1968-08-30|788020077163|adults_50up_female_urban.json
842-40-0346|4034864518376067|Tanya|Hardin|F|34327 Suarez Trafficway Suite 041|West Babylon|NY|11704|40.7135|-73.3546|40222|Regulatory affairs officer|1983-07-06|809477173301|adults_2550_female_urban.json
862-43-6921|2225815698570021|Mark|Gibbs|M|63459 Daniel Gateway|Reader|WV|26167|39.5836|-80.7516|865|Scientist, clinical (histocompatibility and immunogenetics)|1980-01-19|913829915241|adults_2550_male_rural.json
782-17-9733|4577242954316520|James|Bennett|M|08931 Gonzalez Squares|Baldwyn|MS|38824|34.528|-88.6375|7832|Dispensing optician|1969-02-01|438300480397|adults_50up_male_urban.json
440-77-4263|4529108677133345|Dwayne|Snyder|M|3934 Robert Lodge|Monsey|NY|10952|41.1163|-74.0736|38917|Dancer|1952-01-10|317951159508|adults_50up_male_urban.json
242-80-7389|4971072563669|Nancy|Scott|F|005 Thomas Knoll|Monument|CO|80132|39.1007|-104.8542|19637|Trading standards officer|1961-11-27|738473764635|adults_50up_female_urban.json
727-96-0746|578964652809|Lauren|Green|F|7215 Thomas Crescent Suite 027|Haltom City|TX|76117|32.8087|-97.2709|30645|Health visitor|1967-05-09|398348868136|adults_50up_female_urban.json
